capture,t,target_earfcn,ho_relation,attributed,event,a3_offset_db,hysteresis_db,ttt_ms,report_relation,ms_report_to_command
XCAL10Sept,2026-09-10 18:25:30.149,250,inter-frequency,True,A5,,1.0,640.0,inter-frequency,801.0
XCAL10Sept,2026-09-10 18:25:39.750,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,97.0
XCAL10Sept,2026-09-10 18:25:41.152,250,intra-frequency,True,A6,,1.0,160.0,inter-frequency,1.0
XCAL10Sept,2026-09-10 18:25:50.348,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL10Sept,2026-09-10 18:26:04.377,250,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,125.0
XCAL10Sept,2026-09-10 18:26:10.491,250,intra-frequency,True,A6,,1.0,640.0,inter-frequency,1202.0
XCAL10Sept,2026-09-10 18:26:18.703,250,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,107.0
XCAL10Sept,2026-09-10 18:26:25.500,250,intra-frequency,True,A6,,1.0,640.0,inter-frequency,95.0
XCAL10Sept,2026-09-10 18:26:36.616,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,13.0
XCAL10Sept,2026-09-10 18:26:38.610,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,3.0
XCAL10Sept,2026-09-10 18:26:41.005,250,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,300.0
XCAL10Sept,2026-09-10 18:26:54.110,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,66.0
XCAL10Sept,2026-09-10 18:27:03.613,250,intra-frequency,False,none in 2 s,,,,,
XCAL10Sept,2026-09-10 18:27:10.492,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,2.0
XCAL10Sept,2026-09-10 18:27:17.032,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL10Sept,2026-09-10 18:27:17.631,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,93.0
XCAL10Sept,2026-09-10 18:27:24.436,40340,inter-frequency,True,A1,,0.5,480.0,intra-frequency,380.0
XCAL10Sept,2026-09-10 18:27:32.973,250,inter-frequency,True,A5,,1.0,320.0,inter-frequency,3.0
XCAL10Sept,2026-09-10 18:27:33.653,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL10Sept,2026-09-10 18:27:34.860,250,intra-frequency,True,A1,,1.0,640.0,intra-frequency,408.0
XCAL10Sept,2026-09-10 18:27:36.762,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL10Sept,2026-09-10 18:27:50.703,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL10Sept,2026-09-10 18:27:57.107,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,96.0
XCAL10Sept,2026-09-10 18:28:07.014,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,106.0
XCAL10Sept,2026-09-10 18:28:22.418,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,2.0
XCAL10Sept,2026-09-10 18:28:23.415,250,intra-frequency,True,A4,,1.0,640.0,inter-frequency,100.0
XCAL10Sept,2026-09-10 18:28:25.016,40340,inter-frequency,True,A5,,1.0,640.0,inter-frequency,101.0
XCAL10Sept,2026-09-10 18:28:25.717,40340,intra-frequency,True,A3,-15.0,1.0,160.0,intra-frequency,102.0
XCAL10Sept,2026-09-10 18:28:31.535,250,inter-frequency,True,A5,,1.0,320.0,inter-frequency,4.0
XCAL10Sept,2026-09-10 18:28:34.043,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL10Sept,2026-09-10 18:28:36.940,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL10Sept,2026-09-10 18:28:47.878,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL10Sept,2026-09-10 18:28:48.781,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,102.0
XCAL10Sept,2026-09-10 18:28:49.880,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL10Sept,2026-09-10 18:28:51.480,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,198.0
XCAL10Sept,2026-09-10 18:29:00.190,1600,inter-frequency,True,A3,1.0,1.0,320.0,inter-frequency,1.0
XCAL10Sept,2026-09-10 18:29:01.788,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL10Sept,2026-09-10 18:29:08.488,1600,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,100.0
XCAL10Sept,2026-09-10 18:29:15.195,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL10Sept,2026-09-10 18:29:16.995,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL10Sept,2026-09-10 18:29:22.516,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL10Sept,2026-09-10 18:29:31.936,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,3.0
XCAL10Sept,2026-09-10 18:29:34.839,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL10Sept,2026-09-10 18:29:39.735,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,85.0
XCAL10Sept,2026-09-10 18:29:44.241,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL10Sept,2026-09-10 18:29:47.349,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,7.0
XCAL10Sept,2026-09-10 18:29:48.344,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL10Sept,2026-09-10 18:29:51.046,40538,inter-frequency,True,A5,,1.0,640.0,inter-frequency,95.0
XCAL10Sept,2026-09-10 18:29:53.142,250,inter-frequency,True,A5,,1.0,320.0,inter-frequency,100.0
XCAL10Sept,2026-09-10 18:30:01.147,250,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,203.0
XCAL10Sept,2026-09-10 18:30:01.848,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL10Sept,2026-09-10 18:30:04.024,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL10Sept,2026-09-10 18:30:11.108,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL10Sept,2026-09-10 18:30:14.010,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,102.0
XCAL10Sept,2026-09-10 18:30:18.279,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL10Sept,2026-09-10 18:30:25.071,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,99.0
XCAL10Sept,2026-09-10 18:30:35.596,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL10Sept,2026-09-10 18:30:37.096,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL10Sept,2026-09-10 18:30:39.999,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,103.0
XCAL10Sept,2026-09-10 18:30:41.097,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL10Sept,2026-09-10 18:30:45.099,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL10Sept,2026-09-10 18:30:56.306,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL10Sept,2026-09-10 18:30:56.908,250,intra-frequency,True,A1,,1.0,320.0,intra-frequency,2.0
XCAL10Sept,2026-09-10 18:31:09.686,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL10Sept,2026-09-10 18:31:12.685,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,4.0
XCAL10Sept,2026-09-10 18:31:13.479,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL10Sept,2026-09-10 18:31:16.183,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,102.0
XCAL10Sept,2026-09-10 18:31:19.486,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,303.0
XCAL10Sept,2026-09-10 18:31:20.685,40340,inter-frequency,True,A4,,1.0,320.0,inter-frequency,97.0
XCAL10Sept,2026-09-10 18:31:21.789,1600,inter-frequency,True,A4,,1.0,320.0,inter-frequency,1.0
XCAL10Sept,2026-09-10 18:31:23.085,40340,inter-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,1.0
XCAL10Sept,2026-09-10 18:31:24.190,250,inter-frequency,True,A4,,1.0,320.0,inter-frequency,1.0
XCAL10Sept,2026-09-10 18:31:25.592,40340,inter-frequency,True,A4,,1.0,320.0,inter-frequency,1.0
XCAL10Sept,2026-09-10 18:31:26.692,250,inter-frequency,True,A4,,1.0,320.0,inter-frequency,99.0
XCAL10Sept,2026-09-10 18:31:28.592,250,intra-frequency,True,A1,,1.0,640.0,intra-frequency,100.0
XCAL10Sept,2026-09-10 18:31:34.792,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,98.0
XCAL10Sept,2026-09-10 18:31:35.494,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL12Sept,2026-09-12 16:04:12.660,250,intra-frequency,True,A5,,1.0,640.0,intra-frequency,100.0
XCAL12Sept,2026-09-12 16:05:02.018,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL12Sept,2026-09-12 16:05:04.319,9360,inter-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL12Sept,2026-09-12 16:05:05.719,9360,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL12Sept,2026-09-12 16:05:07.320,9360,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL12Sept,2026-09-12 16:05:08.921,9360,intra-frequency,True,A6,,1.0,640.0,inter-frequency,102.0
XCAL12Sept,2026-09-12 16:05:18.557,9360,intra-frequency,False,none in 2 s,,,,,
XCAL12Sept,2026-09-12 16:05:36.777,9360,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL12Sept,2026-09-12 16:05:40.240,9360,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,103.0
XCAL12Sept,2026-09-12 16:05:41.442,9360,intra-frequency,True,A6,,1.0,640.0,inter-frequency,400.0
XCAL12Sept,2026-09-12 16:06:27.690,250,inter-frequency,True,A5,,1.0,640.0,inter-frequency,1.0
XCAL12Sept,2026-09-12 16:06:28.910,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL12Sept,2026-09-12 16:06:30.613,250,intra-frequency,True,periodical,,,,intra-frequency,702.0
XCAL12Sept,2026-09-12 16:06:34.459,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,98.0
XCAL12Sept,2026-09-12 16:06:35.559,250,intra-frequency,True,A6,,1.0,640.0,inter-frequency,199.0
XCAL12Sept,2026-09-12 16:06:43.064,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,104.0
XCAL12Sept,2026-09-12 16:06:43.869,250,intra-frequency,True,A1,,1.0,640.0,intra-frequency,106.0
XCAL12Sept,2026-09-12 16:06:47.361,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL12Sept,2026-09-12 16:06:48.061,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL12Sept,2026-09-12 16:06:53.838,250,intra-frequency,True,A3,-15.0,1.0,160.0,intra-frequency,299.0
XCAL12Sept,2026-09-12 16:06:55.742,40538,inter-frequency,True,,,,,unknown,402.0
XCAL12Sept,2026-09-12 16:06:57.945,40538,intra-frequency,True,A5,,1.0,640.0,inter-frequency,804.0
XCAL12Sept,2026-09-12 16:07:28.951,250,inter-frequency,False,none in 2 s,,,,,
XCAL12Sept,2026-09-12 16:07:29.555,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL12Sept,2026-09-12 16:07:30.077,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,9.0
XCAL12Sept,2026-09-12 16:07:33.568,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL12Sept,2026-09-12 16:07:45.915,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,104.0
XCAL12Sept,2026-09-12 16:07:54.620,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL12Sept,2026-09-12 16:07:58.722,250,intra-frequency,True,A5,,1.0,640.0,inter-frequency,102.0
XCAL12Sept,2026-09-12 16:08:00.526,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,106.0
XCAL12Sept,2026-09-12 16:08:02.527,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL12Sept,2026-09-12 16:08:03.427,250,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,101.0
XCAL12Sept,2026-09-12 16:08:05.742,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,111.0
XCAL12Sept,2026-09-12 16:08:58.726,1600,inter-frequency,True,A4,,1.0,640.0,inter-frequency,1.0
XCAL12Sept,2026-09-12 16:09:00.425,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL12Sept,2026-09-12 16:09:01.225,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL12Sept,2026-09-12 16:09:05.349,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,102.0
XCAL12Sept,2026-09-12 16:09:11.850,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,98.0
XCAL12Sept,2026-09-12 16:09:14.256,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL12Sept,2026-09-12 16:09:17.816,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,102.0
XCAL12Sept,2026-09-12 16:09:18.915,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,99.0
XCAL12Sept,2026-09-12 16:09:21.324,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL12Sept,2026-09-12 16:09:22.924,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL12Sept,2026-09-12 16:09:23.726,1600,intra-frequency,True,A3,-15.0,1.0,160.0,intra-frequency,303.0
XCAL12Sept,2026-09-12 16:09:25.812,1600,intra-frequency,True,A5,,1.0,640.0,inter-frequency,204.0
XCAL12Sept,2026-09-12 16:09:27.010,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL12Sept,2026-09-12 16:09:30.611,40538,inter-frequency,True,A5,,1.0,640.0,inter-frequency,200.0
XCAL12Sept,2026-09-12 16:09:46.617,40538,intra-frequency,True,A3,-15.0,1.0,160.0,intra-frequency,302.0
XCAL12Sept,2026-09-12 16:09:48.818,40538,intra-frequency,True,periodical,,,,intra-frequency,100.0
XCAL12Sept,2026-09-12 16:09:50.618,40538,intra-frequency,True,A6,,1.0,640.0,inter-frequency,100.0
XCAL12Sept,2026-09-12 16:10:00.220,40538,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL12Sept,2026-09-12 16:10:02.121,40538,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL12Sept,2026-09-12 16:10:07.020,250,inter-frequency,True,A2,,1.0,640.0,intra-frequency,199.0
XCAL12Sept,2026-09-12 16:10:10.441,1600,inter-frequency,True,A4,,1.0,640.0,inter-frequency,99.0
XCAL12Sept,2026-09-12 16:10:21.655,1600,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,109.0
XCAL12Sept,2026-09-12 16:10:23.761,40538,inter-frequency,True,A4,,1.0,640.0,inter-frequency,102.0
XCAL12Sept,2026-09-12 16:10:26.060,40538,intra-frequency,True,periodical,,,,intra-frequency,99.0
XCAL12Sept,2026-09-12 16:10:27.460,40538,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL12Sept,2026-09-12 16:10:31.172,40538,intra-frequency,True,A3,-15.0,1.0,160.0,intra-frequency,207.0
XCAL12Sept,2026-09-12 16:10:33.477,40538,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,784.0
XCAL12Sept,2026-09-12 16:10:36.077,40538,intra-frequency,True,A2,,1.0,640.0,intra-frequency,101.0
XCAL12Sept,2026-09-12 16:10:36.676,40538,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL12Sept,2026-09-12 16:10:38.380,40538,intra-frequency,True,A3,-15.0,1.0,160.0,intra-frequency,1.0
XCAL12Sept,2026-09-12 16:10:43.880,40538,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,99.0
XCAL12Sept,2026-09-12 16:10:55.382,250,inter-frequency,True,A4,,1.0,640.0,inter-frequency,1.0
XCAL12Sept,2026-09-12 16:10:57.382,250,intra-frequency,True,A3,-15.0,1.0,160.0,intra-frequency,501.0
XCAL12Sept,2026-09-12 16:10:59.989,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,2.0
XCAL12Sept,2026-09-12 16:11:02.692,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL12Sept,2026-09-12 16:11:06.193,250,intra-frequency,True,A6,,2.0,640.0,inter-frequency,700.0
XCAL12Sept,2026-09-12 16:11:07.294,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,99.0
XCAL12Sept,2026-09-12 16:11:08.395,250,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,201.0
XCAL12Sept,2026-09-12 16:11:11.404,250,intra-frequency,True,A6,,2.0,640.0,inter-frequency,1.0
XCAL12Sept,2026-09-12 16:11:13.103,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL12Sept,2026-09-12 16:11:15.603,250,intra-frequency,True,A4,,1.0,640.0,inter-frequency,98.0
XCAL12Sept,2026-09-12 16:11:16.410,250,intra-frequency,True,A1,,1.0,640.0,intra-frequency,106.0
XCAL12Sept,2026-09-12 16:11:22.632,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,2.0
XCAL12Sept,2026-09-12 16:11:24.323,250,intra-frequency,True,A6,,2.0,640.0,inter-frequency,101.0
XCAL12Sept,2026-09-12 16:11:49.153,250,intra-frequency,True,A5,,1.0,640.0,inter-frequency,1.0
XCAL12Sept,2026-09-12 16:11:51.852,250,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,499.0
XCAL12Sept,2026-09-12 16:11:52.758,250,intra-frequency,True,A3,-15.0,1.0,160.0,intra-frequency,302.0
XCAL12Sept,2026-09-12 16:11:57.064,40538,inter-frequency,True,A4,,1.0,640.0,inter-frequency,95.0
XCAL12Sept,2026-09-12 16:11:58.566,250,inter-frequency,True,A2,,1.0,640.0,inter-frequency,1.0
XCAL12Sept,2026-09-12 16:12:00.468,250,intra-frequency,True,,,,,unknown,101.0
XCAL12Sept,2026-09-12 16:12:05.869,250,intra-frequency,True,,,,,unknown,301.0
XCAL12Sept,2026-09-12 16:12:07.372,40340,inter-frequency,True,A4,,1.0,640.0,inter-frequency,1.0
XCAL12Sept,2026-09-12 16:12:22.971,250,inter-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,300.0
XCAL12Sept,2026-09-12 16:12:23.589,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL12Sept,2026-09-12 16:12:24.271,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,97.0
XCAL12Sept,2026-09-12 16:12:27.876,40142,inter-frequency,True,A4,,1.0,640.0,inter-frequency,1.0
XCAL12Sept,2026-09-12 16:12:28.378,40142,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL12Sept,2026-09-12 16:12:35.193,40142,intra-frequency,False,none in 2 s,,,,,
XCAL12Sept,2026-09-12 16:12:36.492,40142,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL12Sept,2026-09-12 16:12:41.496,40142,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,98.0
XCAL12Sept,2026-09-12 16:12:43.297,1600,inter-frequency,True,periodical,,,,intra-frequency,702.0
XCAL12Sept,2026-09-12 16:12:44.097,1600,intra-frequency,True,A3,-15.0,1.0,160.0,intra-frequency,200.0
XCAL12Sept,2026-09-12 16:12:50.116,40142,inter-frequency,True,A4,,1.0,640.0,inter-frequency,3.0
XCAL12Sept,2026-09-12 16:13:01.910,40142,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,99.0
XCAL12Sept,2026-09-12 16:13:03.015,40142,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,96.0
XCAL12Sept,2026-09-12 16:13:06.618,40142,intra-frequency,True,A6,,1.0,640.0,inter-frequency,206.0
XCAL12Sept,2026-09-12 16:13:08.018,40142,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,498.0
XCAL12Sept,2026-09-12 16:13:10.020,40142,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL12Sept,2026-09-12 16:13:11.820,40142,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,94.0
XCAL12Sept,2026-09-12 16:13:35.134,40142,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,2.0
XCAL12Sept,2026-09-12 16:13:36.524,40142,intra-frequency,True,A3,-15.0,1.0,160.0,intra-frequency,101.0
XCAL12Sept,2026-09-12 16:13:38.141,250,inter-frequency,True,A3,-15.0,1.0,160.0,intra-frequency,116.0
XCAL12Sept,2026-09-12 16:13:40.839,40142,inter-frequency,True,A4,,1.0,640.0,inter-frequency,1.0
XCAL12Sept,2026-09-12 16:13:41.935,40142,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,99.0
XCAL12Sept,2026-09-12 16:13:42.638,40142,intra-frequency,True,A6,,1.0,160.0,inter-frequency,105.0
XCAL12Sept,2026-09-12 16:13:44.542,40142,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,2.0
XCAL12Sept,2026-09-12 16:13:48.643,250,inter-frequency,True,A5,,1.0,640.0,inter-frequency,104.0
XCAL12Sept,2026-09-12 16:13:50.546,40142,inter-frequency,True,A4,,1.0,640.0,inter-frequency,103.0
XCAL12Sept,2026-09-12 16:13:52.447,40142,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL12Sept,2026-09-12 16:13:59.375,40142,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,721.0
XCAL12Sept,2026-09-12 16:14:13.164,250,inter-frequency,True,A5,,1.0,640.0,inter-frequency,1.0
XCAL12Sept,2026-09-12 16:15:03.429,250,intra-frequency,True,A3,-15.0,1.0,160.0,intra-frequency,100.0
XCAL12Sept,2026-09-12 16:15:08.433,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL12Sept,2026-09-12 16:15:25.640,40340,inter-frequency,True,A4,,1.0,640.0,inter-frequency,1.0
XCAL12Sept,2026-09-12 16:15:26.242,40340,intra-frequency,True,A3,-15.0,1.0,160.0,intra-frequency,202.0
XCAL12Sept,2026-09-12 16:15:39.677,40340,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL12Sept,2026-09-12 16:17:26.191,40340,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,1299.0
XCAL12Sept,2026-09-12 16:17:39.298,40340,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,99.0
XCAL12Sept,2026-09-12 16:17:52.902,40340,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL12Sept,2026-09-12 16:17:55.303,40340,intra-frequency,True,A3,-15.0,1.0,160.0,intra-frequency,201.0
XCAL12Sept,2026-09-12 16:18:21.124,40340,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,3.0
XCAL12Sept,2026-09-12 16:18:39.023,40340,intra-frequency,True,A6,,1.0,640.0,inter-frequency,399.0
XCAL12Sept,2026-09-12 16:18:58.331,40340,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,1303.0
XCAL12Sept,2026-09-12 16:19:00.333,40340,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL12Sept,2026-09-12 16:19:01.438,40340,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL12Sept,2026-09-12 16:19:10.940,40340,intra-frequency,True,A6,,1.0,640.0,inter-frequency,502.0
XCAL12Sept,2026-09-12 16:19:14.040,40340,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL12Sept,2026-09-12 16:19:15.639,40340,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,400.0
XCAL12Sept,2026-09-12 16:19:25.253,250,inter-frequency,True,A5,,1.0,640.0,inter-frequency,1.0
XCAL12Sept,2026-09-12 16:19:30.162,250,intra-frequency,True,A1,,0.5,480.0,intra-frequency,100.0
XCAL12Sept,2026-09-12 16:19:56.192,250,intra-frequency,True,A1,,1.0,640.0,intra-frequency,105.0
XCAL12Sept,2026-09-12 16:19:58.393,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL12Sept,2026-09-12 16:20:01.594,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL12Sept,2026-09-12 16:20:03.695,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,202.0
XCAL12Sept,2026-09-12 16:21:41.612,250,intra-frequency,True,A3,-15.0,1.0,160.0,intra-frequency,1939.0
XCAL12Sept,2026-09-12 16:21:42.112,250,intra-frequency,False,none in 2 s,,,,,
XCAL12Sept,2026-09-12 16:21:49.012,250,intra-frequency,True,A1,,0.5,480.0,intra-frequency,300.0
XCAL12Sept,2026-09-12 16:21:49.918,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,2.0
XCAL12Sept,2026-09-12 16:21:58.651,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL12Sept,2026-09-12 16:22:00.761,250,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,406.0
XCAL12Sept,2026-09-12 16:22:02.379,250,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,111.0
XCAL12Sept,2026-09-12 16:22:03.580,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL12Sept,2026-09-12 16:22:08.829,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL12Sept,2026-09-12 16:22:15.718,250,intra-frequency,True,A6,,1.0,640.0,inter-frequency,101.0
XCAL12Sept,2026-09-12 16:22:19.053,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL12Sept,2026-09-12 16:22:51.215,250,intra-frequency,True,A1,,0.5,480.0,intra-frequency,403.0
XCAL12Sept,2026-09-12 16:22:56.021,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,94.0
XCAL12Sept,2026-09-12 16:22:57.223,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,201.0
XCAL12Sept,2026-09-12 16:22:58.840,40340,inter-frequency,True,A1,,0.5,480.0,intra-frequency,117.0
XCAL12Sept,2026-09-12 16:24:21.858,40340,intra-frequency,True,A3,-15.0,1.0,160.0,intra-frequency,199.0
XCAL12Sept,2026-09-12 16:24:25.969,40538,inter-frequency,True,A3,-15.0,1.0,160.0,intra-frequency,1.0
