capture,delta,exec_s,margin,prev_gap_s,next_gap_s,target_pci,pci_tm2,pci_tm1,pci_t,pci_tp1,next_target_pci,hit_-2,hit_-1,hit_0,hit_1,isolated,clean
XCAL10Sept,0.98,0.001,0.019000000000000017,2.703,1.297,280,33.0,270.0,270.0,280.0,33.0,0.0,0.0,0.0,1.0,False,False
XCAL10Sept,0.277,0.0,0.723,1.297,3.205,33,270.0,280.0,33.0,33.0,270.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.482,0.0,0.518,3.205,6.699,270,33.0,33.0,270.0,270.0,35.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.181,0.001,0.818,6.699,2.601,35,270.0,270.0,35.0,35.0,29.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.782,0.099,0.11899999999999997,2.601,0.9,29,35.0,35.0,29.0,91.0,91.0,0.0,0.0,1.0,0.0,False,False
XCAL10Sept,0.682,0.001,0.31699999999999995,0.9,1.702,91,35.0,29.0,91.0,91.0,92.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.384,0.001,0.615,1.702,2.099,92,91.0,91.0,92.0,92.0,27.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.483,0.001,0.516,2.099,1.105,27,92.0,92.0,27.0,370.0,370.0,0.0,0.0,1.0,0.0,False,False
XCAL10Sept,0.588,0.001,0.41100000000000003,1.105,3.503,370,92.0,27.0,370.0,370.0,92.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.091,0.001,0.908,3.503,2.0,92,370.0,370.0,92.0,92.0,370.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.091,0.001,0.908,2.0,51.025,370,92.0,92.0,370.0,370.0,371.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.116,0.001,0.883,51.025,37.711,371,370.0,370.0,371.0,371.0,64.0,0.0,0.0,1.0,1.0,True,True
XCAL10Sept,0.827,0.097,0.07600000000000004,37.711,2.797,64,371.0,371.0,64.0,64.0,363.0,0.0,0.0,1.0,1.0,True,True
XCAL10Sept,0.624,0.001,0.375,2.797,3.902,363,64.0,64.0,363.0,363.0,64.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.526,0.0,0.474,3.902,0.999,64,363.0,363.0,64.0,363.0,363.0,0.0,0.0,1.0,0.0,False,False
XCAL10Sept,0.525,0.001,0.474,0.999,2.803,363,363.0,64.0,363.0,363.0,65.0,1.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.328,0.0,0.6719999999999999,2.803,1.399,65,363.0,363.0,363.0,65.0,65.0,0.0,0.0,0.0,1.0,False,False
XCAL10Sept,0.727,0.001,0.272,1.399,56.85,65,363.0,363.0,65.0,65.0,363.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.577,0.0,0.42300000000000004,56.85,3.871,363,65.0,65.0,363.0,363.0,65.0,0.0,0.0,1.0,1.0,True,True
XCAL10Sept,0.448,0.099,0.45300000000000007,3.871,7.958,65,363.0,363.0,65.0,65.0,363.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.406,0.001,0.593,7.958,14.877,363,65.0,65.0,363.0,363.0,363.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.283,0.001,0.7160000000000001,14.877,3.43,363,65.0,65.0,363.0,363.0,65.0,0.0,0.0,1.0,1.0,True,True
XCAL10Sept,0.713,0.001,0.28600000000000003,3.43,21.553,65,363.0,363.0,65.0,65.0,363.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.266,0.001,0.733,21.553,16.0,363,65.0,65.0,363.0,363.0,65.0,0.0,0.0,1.0,1.0,True,True
XCAL10Sept,0.266,0.001,0.733,16.0,102.449,65,363.0,363.0,363.0,363.0,364.0,0.0,0.0,0.0,0.0,True,True
XCAL10Sept,0.715,0.0,0.28500000000000003,102.449,30.815,364,363.0,363.0,364.0,364.0,365.0,0.0,0.0,1.0,1.0,True,True
XCAL10Sept,0.53,0.002,0.46799999999999997,30.815,27.782,365,364.0,364.0,365.0,365.0,4.0,0.0,0.0,1.0,1.0,True,True
XCAL10Sept,0.312,0.001,0.6869999999999999,27.782,3.101,4,365.0,365.0,4.0,4.0,47.0,0.0,0.0,1.0,1.0,True,True
XCAL10Sept,0.413,0.0,0.587,3.101,16.69,47,4.0,4.0,47.0,47.0,3.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.103,0.001,0.896,16.69,4.215,3,47.0,47.0,3.0,3.0,47.0,0.0,0.0,1.0,1.0,True,True
XCAL10Sept,0.318,0.0,0.6819999999999999,4.215,2.195,47,3.0,3.0,47.0,47.0,88.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.513,0.001,0.486,2.195,13.34,88,47.0,47.0,88.0,88.0,380.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.853,0.001,0.14600000000000002,13.34,5.98,380,88.0,88.0,380.0,380.0,381.0,0.0,0.0,1.0,1.0,True,True
XCAL10Sept,0.833,0.001,0.16600000000000004,5.98,11.381,381,380.0,380.0,381.0,381.0,383.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.214,0.101,0.685,11.381,3.125,383,381.0,381.0,383.0,383.0,383.0,0.0,0.0,1.0,1.0,True,True
XCAL10Sept,0.339,0.001,0.66,3.125,16.585,383,383.0,383.0,383.0,383.0,153.0,1.0,1.0,1.0,1.0,False,True
XCAL10Sept,0.924,0.001,0.07499999999999996,16.585,25.716,153,383.0,383.0,153.0,153.0,155.0,0.0,0.0,1.0,1.0,True,True
XCAL10Sept,0.64,0.096,0.264,25.716,38.806,155,153.0,153.0,153.0,155.0,61.0,0.0,0.0,0.0,1.0,True,True
XCAL10Sept,0.446,0.0,0.554,38.806,1.601,61,155.0,155.0,155.0,155.0,61.0,0.0,0.0,0.0,0.0,True,False
XCAL10Sept,0.047,0.001,0.952,1.601,4.102,61,155.0,155.0,61.0,61.0,61.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.149,0.0,0.851,4.102,9.601,61,61.0,61.0,61.0,61.0,155.0,1.0,1.0,1.0,1.0,False,True
XCAL10Sept,0.75,0.001,0.249,9.601,1.402,155,61.0,61.0,155.0,155.0,469.0,0.0,0.0,1.0,1.0,True,False
XCAL10Sept,0.152,0.0,0.848,1.402,9.196,469,155.0,155.0,469.0,469.0,11.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.348,0.0,0.652,9.196,14.029,11,469.0,469.0,11.0,11.0,469.0,0.0,0.0,1.0,1.0,True,True
XCAL10Sept,0.377,0.001,0.622,14.029,6.114,469,11.0,11.0,469.0,469.0,5.0,0.0,0.0,1.0,1.0,True,True
XCAL10Sept,0.491,0.001,0.508,6.114,8.212,5,469.0,469.0,5.0,5.0,3.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.703,0.002,0.29500000000000004,8.212,6.797,3,5.0,5.0,3.0,3.0,5.0,0.0,0.0,1.0,1.0,True,True
XCAL10Sept,0.5,0.001,0.499,6.797,11.116,5,3.0,3.0,5.0,5.0,3.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.616,0.087,0.29700000000000004,11.116,1.994,3,5.0,5.0,3.0,3.0,5.0,0.0,0.0,1.0,1.0,True,False
XCAL10Sept,0.61,0.001,0.389,1.994,2.395,5,3.0,3.0,5.0,5.0,53.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.005,0.001,0.994,2.395,13.105,53,5.0,5.0,53.0,53.0,50.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.11,0.001,0.889,13.105,9.503,50,53.0,53.0,50.0,50.0,49.0,0.0,0.0,1.0,1.0,True,True
XCAL10Sept,0.613,0.001,0.386,9.503,6.879,49,50.0,50.0,49.0,49.0,50.0,0.0,0.0,1.0,1.0,True,True
XCAL10Sept,0.492,0.034,0.474,6.879,6.54,50,49.0,49.0,50.0,50.0,47.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.032,0.0,0.968,6.54,0.599,47,50.0,50.0,371.0,371.0,371.0,0.0,0.0,0.0,0.0,False,False
XCAL10Sept,0.631,0.001,0.368,0.599,6.805,371,50.0,50.0,371.0,371.0,371.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.436,0.0,0.5640000000000001,6.805,8.537,371,371.0,371.0,371.0,371.0,371.0,1.0,1.0,1.0,1.0,False,True
XCAL10Sept,0.973,0.001,0.026000000000000023,8.537,0.68,371,371.0,371.0,371.0,62.0,62.0,1.0,1.0,1.0,0.0,True,False
XCAL10Sept,0.653,0.001,0.346,0.68,1.207,62,371.0,371.0,62.0,47.0,47.0,0.0,0.0,1.0,0.0,False,False
XCAL10Sept,0.86,0.101,0.03900000000000001,1.207,1.902,47,371.0,62.0,47.0,47.0,66.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.762,0.001,0.237,1.902,13.941,66,47.0,47.0,66.0,66.0,68.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.703,0.1,0.19700000000000004,13.941,6.404,68,66.0,66.0,68.0,68.0,86.0,0.0,0.0,1.0,1.0,True,True
XCAL10Sept,0.107,0.001,0.892,6.404,9.907,86,68.0,68.0,86.0,86.0,85.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.014,0.0,0.986,9.907,15.404,85,86.0,86.0,85.0,85.0,73.0,0.0,0.0,1.0,1.0,True,True
XCAL10Sept,0.418,0.0,0.5820000000000001,15.404,0.997,73,85.0,85.0,73.0,73.0,94.0,0.0,0.0,1.0,1.0,True,False
XCAL10Sept,0.415,0.001,0.584,0.997,1.601,94,85.0,73.0,73.0,94.0,94.0,0.0,0.0,0.0,1.0,False,False
XCAL10Sept,0.016,0.0,0.984,1.601,0.701,94,73.0,94.0,94.0,93.0,93.0,0.0,1.0,1.0,0.0,False,False
XCAL10Sept,0.717,0.001,0.28200000000000003,0.701,5.818,93,73.0,94.0,94.0,93.0,73.0,0.0,0.0,0.0,1.0,False,False
XCAL10Sept,0.535,0.095,0.37,5.818,2.508,73,93.0,93.0,73.0,73.0,93.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.043,0.096,0.861,2.508,2.897,93,73.0,73.0,93.0,93.0,72.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.94,0.001,0.05900000000000005,2.897,10.938,72,93.0,93.0,72.0,72.0,100.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.878,0.0,0.122,10.938,0.903,100,72.0,72.0,100.0,93.0,93.0,0.0,0.0,1.0,0.0,True,False
XCAL10Sept,0.781,0.001,0.21799999999999997,0.903,1.099,93,72.0,100.0,93.0,93.0,149.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.88,0.0,0.12,1.099,1.6,149,100.0,93.0,93.0,149.0,100.0,0.0,0.0,0.0,1.0,False,False
XCAL10Sept,0.48,0.001,0.519,1.6,8.71,100,93.0,149.0,100.0,149.0,13.0,0.0,0.0,1.0,0.0,False,False
XCAL10Sept,0.19,0.0,0.81,8.71,1.598,13,149.0,149.0,13.0,147.0,147.0,0.0,0.0,1.0,0.0,True,False
XCAL10Sept,0.788,0.001,0.21099999999999997,1.598,6.7,147,149.0,13.0,147.0,147.0,256.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.488,0.001,0.511,6.7,6.707,256,147.0,147.0,256.0,256.0,13.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.195,0.001,0.8039999999999999,6.707,1.8,13,256.0,256.0,13.0,13.0,147.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.995,0.001,0.004000000000000004,1.8,5.521,147,256.0,13.0,13.0,256.0,257.0,0.0,0.0,0.0,0.0,False,False
XCAL10Sept,0.516,0.097,0.387,5.521,9.42,257,256.0,256.0,257.0,257.0,261.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.936,0.0,0.06399999999999995,9.42,2.903,261,257.0,257.0,257.0,261.0,164.0,0.0,0.0,0.0,1.0,True,True
XCAL10Sept,0.839,0.001,0.16000000000000003,2.903,4.896,164,261.0,261.0,164.0,164.0,263.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.735,0.001,0.264,4.896,4.506,263,164.0,164.0,263.0,263.0,406.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.241,0.001,0.758,4.506,3.108,406,263.0,263.0,406.0,406.0,409.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.349,0.001,0.65,3.108,0.995,409,406.0,406.0,409.0,406.0,406.0,0.0,0.0,1.0,0.0,False,False
XCAL10Sept,0.344,0.097,0.559,0.995,2.702,406,406.0,409.0,406.0,406.0,406.0,1.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.046,0.0,0.954,2.702,2.096,406,406.0,406.0,406.0,406.0,78.0,1.0,1.0,1.0,1.0,False,True
XCAL10Sept,0.142,0.001,0.857,2.096,8.005,78,406.0,406.0,78.0,78.0,79.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.147,0.1,0.753,8.005,0.701,79,78.0,78.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,True,False
XCAL10Sept,0.848,0.001,0.15100000000000002,0.701,2.176,80,78.0,78.0,80.0,80.0,79.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.024,0.001,0.975,2.176,7.084,79,80.0,80.0,79.0,79.0,80.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.108,0.001,0.891,7.084,2.902,80,79.0,79.0,80.0,80.0,79.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.01,0.0,0.99,2.902,4.269,79,80.0,80.0,79.0,79.0,80.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.279,0.001,0.72,4.269,6.792,80,79.0,79.0,80.0,80.0,172.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.071,0.0,0.929,6.792,10.525,172,80.0,80.0,172.0,172.0,445.0,0.0,0.0,1.0,1.0,False,True
XCAL10Sept,0.596,0.001,0.403,10.525,1.5,445,172.0,172.0,445.0,445.0,489.0,0.0,0.0,1.0,1.0,True,False
XCAL10Sept,0.096,0.101,0.803,1.5,2.903,489,445.0,445.0,489.0,489.0,380.0,0.0,0.0,1.0,1.0,False,False
XCAL10Sept,0.999,0.001,8.673617379884035e-19,2.903,1.098,380,489.0,489.0,489.0,380.0,489.0,0.0,0.0,0.0,1.0,False,False
XCAL10Sept,0.097,0.001,0.902,1.098,4.002,489,489.0,380.0,489.0,489.0,380.0,1.0,0.0,1.0,1.0,False,False
XCAL12Sept,0.66,0.001,0.33899999999999997,9000000000.0,49.358,346,347.0,347.0,346.0,346.0,261.0,0.0,0.0,1.0,1.0,True,True
XCAL12Sept,0.018,0.001,0.981,49.358,2.301,261,346.0,346.0,261.0,261.0,263.0,0.0,0.0,1.0,1.0,True,True
XCAL12Sept,0.319,0.101,0.5800000000000001,2.301,1.4,263,261.0,261.0,263.0,42.0,42.0,0.0,0.0,1.0,0.0,False,False
XCAL12Sept,0.719,0.001,0.28,1.4,1.601,42,261.0,263.0,42.0,42.0,263.0,0.0,0.0,1.0,1.0,False,False
XCAL12Sept,0.32,0.0,0.6799999999999999,1.601,1.601,263,42.0,42.0,263.0,263.0,42.0,0.0,0.0,1.0,1.0,False,False
XCAL12Sept,0.921,0.0,0.07899999999999996,1.601,9.636,42,42.0,263.0,263.0,42.0,17.0,1.0,0.0,0.0,1.0,False,False
XCAL12Sept,0.557,0.0,0.44299999999999995,9.636,18.22,17,42.0,42.0,17.0,17.0,261.0,0.0,0.0,1.0,1.0,True,True
XCAL12Sept,0.777,0.0,0.22299999999999998,18.22,3.463,261,17.0,17.0,261.0,261.0,263.0,0.0,0.0,1.0,1.0,True,True
XCAL12Sept,0.24,0.0,0.76,3.463,1.202,263,261.0,262.0,263.0,17.0,17.0,0.0,0.0,1.0,0.0,False,False
XCAL12Sept,0.442,0.001,0.557,1.202,46.248,17,262.0,263.0,17.0,17.0,75.0,0.0,0.0,1.0,1.0,False,False
XCAL12Sept,0.69,0.0,0.31000000000000005,46.248,1.22,75,64.45454545454545,69.72727272727272,75.0,75.0,212.0,0.0,0.0,1.0,1.0,True,False
XCAL12Sept,0.91,0.101,-0.011000000000000038,1.22,1.703,212,69.72727272727272,75.0,75.0,27.0,212.0,0.0,0.0,0.0,0.0,False,False
XCAL12Sept,0.613,0.1,0.28700000000000003,1.703,3.846,212,75.0,27.0,212.0,212.0,107.0,0.0,0.0,1.0,1.0,False,False
XCAL12Sept,0.459,0.001,0.5399999999999999,3.846,1.1,107,212.0,212.0,107.0,212.0,212.0,0.0,0.0,1.0,0.0,False,False
XCAL12Sept,0.559,0.0,0.44099999999999995,1.1,7.505,212,212.0,107.0,212.0,212.0,464.0,1.0,0.0,1.0,1.0,False,False
XCAL12Sept,0.064,0.0,0.9359999999999999,7.505,0.805,464,212.0,212.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,False,False
XCAL12Sept,0.869,0.0,0.131,0.805,3.492,107,212.0,212.0,107.0,107.0,212.0,0.0,0.0,1.0,1.0,False,False
XCAL12Sept,0.361,0.0,0.639,3.492,0.7,212,107.0,107.0,212.0,107.0,107.0,0.0,0.0,1.0,0.0,False,False
XCAL12Sept,0.061,0.0,0.9390000000000001,0.7,5.777,107,107.0,212.0,107.0,107.0,17.0,1.0,0.0,1.0,1.0,False,False
XCAL12Sept,0.838,0.001,0.16100000000000003,5.777,1.904,17,107.0,107.0,17.0,17.0,17.0,0.0,0.0,1.0,1.0,False,False
XCAL12Sept,0.742,0.0,0.258,1.904,2.203,17,17.0,17.0,17.0,17.0,487.0,1.0,1.0,1.0,1.0,False,False
XCAL12Sept,0.945,0.1,-0.04499999999999996,2.203,31.006,487,17.0,17.0,17.0,487.0,13.0,0.0,0.0,0.0,1.0,False,True
XCAL12Sept,0.951,0.0,0.049000000000000044,31.006,0.604,13,487.0,487.0,487.0,487.0,487.0,0.0,0.0,0.0,0.0,True,False
XCAL12Sept,0.555,0.0,0.44499999999999995,0.604,0.522,487,487.0,487.0,487.0,489.0,489.0,1.0,1.0,1.0,0.0,False,False
XCAL12Sept,0.077,0.088,0.8350000000000001,0.522,3.491,489,487.0,487.0,489.0,489.0,487.0,0.0,0.0,1.0,1.0,False,False
XCAL12Sept,0.568,0.0,0.43200000000000005,3.491,12.347,487,489.0,489.0,487.0,487.0,14.0,0.0,0.0,1.0,1.0,False,True
XCAL12Sept,0.915,0.001,0.08399999999999996,12.347,8.705,14,487.0,487.0,14.0,14.0,13.0,0.0,0.0,1.0,1.0,True,True
XCAL12Sept,0.62,0.0,0.38,8.705,4.102,13,14.0,14.0,13.0,13.0,14.0,0.0,0.0,1.0,1.0,True,True
XCAL12Sept,0.722,0.098,0.18000000000000002,4.102,1.804,14,13.0,13.0,14.0,14.0,489.0,0.0,0.0,1.0,1.0,False,False
XCAL12Sept,0.526,0.0,0.474,1.804,2.001,489,14.0,14.0,489.0,489.0,14.0,0.0,0.0,1.0,1.0,False,False
XCAL12Sept,0.527,0.001,0.472,2.001,0.9,14,489.0,489.0,14.0,489.0,489.0,0.0,0.0,1.0,0.0,False,False
XCAL12Sept,0.427,0.0,0.573,0.9,2.315,489,489.0,14.0,489.0,489.0,14.0,1.0,0.0,1.0,1.0,False,False
XCAL12Sept,0.742,0.098,0.16,2.315,52.984,14,489.0,489.0,14.0,14.0,14.0,0.0,0.0,1.0,1.0,False,True
XCAL12Sept,0.726,0.001,0.273,52.984,1.699,14,14.0,14.0,14.0,14.0,33.0,1.0,1.0,1.0,1.0,True,False
XCAL12Sept,0.425,0.0,0.575,1.699,0.8,33,14.0,14.0,33.0,12.0,12.0,0.0,0.0,1.0,0.0,False,False
XCAL12Sept,0.225,0.0,0.775,0.8,4.124,12,14.0,33.0,12.0,12.0,14.0,0.0,0.0,1.0,1.0,False,False
XCAL12Sept,0.349,0.0,0.651,4.124,6.501,14,12.0,12.0,14.0,14.0,33.0,0.0,0.0,1.0,1.0,False,True
XCAL12Sept,0.85,0.001,0.14900000000000002,6.501,2.406,33,14.0,14.0,33.0,33.0,12.0,0.0,0.0,1.0,1.0,False,True
XCAL12Sept,0.256,0.0,0.744,2.406,3.56,12,33.0,33.0,12.0,12.0,33.0,0.0,0.0,1.0,1.0,False,True
XCAL12Sept,0.816,0.0,0.18400000000000005,3.56,1.099,33,12.0,12.0,33.0,33.0,12.0,0.0,0.0,1.0,1.0,False,False
XCAL12Sept,0.915,0.0,0.08499999999999996,1.099,2.409,12,12.0,33.0,33.0,12.0,33.0,1.0,0.0,0.0,1.0,False,False
XCAL12Sept,0.324,0.1,0.576,2.409,1.6,33,12.0,12.0,33.0,33.0,12.0,0.0,0.0,1.0,1.0,False,False
XCAL12Sept,0.924,0.0,0.07599999999999996,1.6,0.802,12,12.0,33.0,33.0,33.0,33.0,1.0,0.0,0.0,0.0,False,False
XCAL12Sept,0.726,0.101,0.17300000000000001,0.802,2.086,33,33.0,33.0,33.0,33.0,12.0,1.0,1.0,1.0,1.0,False,False
XCAL12Sept,0.812,0.001,0.18699999999999994,2.086,1.198,12,33.0,33.0,12.0,12.0,33.0,0.0,0.0,1.0,1.0,False,False
XCAL12Sept,0.01,0.0,0.99,1.198,3.601,33,12.0,12.0,33.0,33.0,487.0,0.0,0.0,1.0,1.0,False,False
XCAL12Sept,0.611,0.0,0.389,3.601,16.006,487,33.0,33.0,487.0,487.0,501.0,0.0,0.0,1.0,1.0,False,True
XCAL12Sept,0.617,0.0,0.383,16.006,2.201,501,487.0,487.0,501.0,501.0,487.0,0.0,0.0,1.0,1.0,True,True
XCAL12Sept,0.818,0.0,0.18200000000000005,2.201,1.8,487,501.0,501.0,487.0,487.0,501.0,0.0,0.0,1.0,1.0,False,False
XCAL12Sept,0.618,0.001,0.381,1.8,9.602,501,487.0,487.0,501.0,501.0,487.0,0.0,0.0,1.0,1.0,False,False
XCAL12Sept,0.22,0.0,0.78,9.602,1.901,487,501.0,501.0,487.0,487.0,501.0,0.0,0.0,1.0,1.0,True,False
XCAL12Sept,0.121,0.0,0.879,1.901,4.899,501,487.0,487.0,501.0,501.0,12.0,0.0,0.0,1.0,1.0,False,False
XCAL12Sept,0.02,0.001,0.979,4.899,3.421,12,501.0,501.0,12.0,12.0,12.0,0.0,0.0,1.0,1.0,False,True
XCAL12Sept,0.441,0.001,0.5579999999999999,3.421,11.214,12,12.0,12.0,12.0,12.0,491.0,1.0,1.0,1.0,1.0,False,True
XCAL12Sept,0.655,0.101,0.24399999999999997,11.214,2.106,491,12.0,12.0,491.0,491.0,491.0,0.0,0.0,1.0,1.0,True,True
XCAL12Sept,0.761,0.0,0.239,2.106,2.299,491,491.0,491.0,491.0,491.0,51.0,1.0,1.0,1.0,1.0,False,True
XCAL12Sept,0.06,0.099,0.841,2.299,1.4,51,491.0,491.0,491.0,51.0,501.0,0.0,0.0,0.0,1.0,False,False
XCAL12Sept,0.46,0.0,0.54,1.4,3.712,501,491.0,491.0,51.0,501.0,36.0,0.0,0.0,0.0,1.0,False,False
XCAL12Sept,0.172,0.0,0.8280000000000001,3.712,2.305,36,501.0,501.0,501.0,36.0,501.0,0.0,0.0,0.0,1.0,False,True
XCAL12Sept,0.477,0.099,0.42400000000000004,2.305,2.6,501,501.0,36.0,36.0,501.0,491.0,1.0,0.0,0.0,1.0,False,True
XCAL12Sept,0.077,0.001,0.922,2.6,0.599,491,501.0,501.0,501.0,501.0,501.0,0.0,0.0,0.0,0.0,False,False
XCAL12Sept,0.676,0.001,0.32299999999999995,0.599,1.704,501,501.0,501.0,501.0,501.0,36.0,1.0,1.0,1.0,1.0,False,False
XCAL12Sept,0.38,0.0,0.62,1.704,5.5,36,501.0,501.0,501.0,36.0,501.0,0.0,0.0,0.0,1.0,False,False
XCAL12Sept,0.88,0.0,0.12,5.5,11.502,501,36.0,36.0,36.0,491.0,12.0,0.0,0.0,0.0,0.0,False,True
XCAL12Sept,0.382,0.0,0.618,11.502,2.0,12,491.0,491.0,12.0,12.0,491.0,0.0,0.0,1.0,1.0,True,False
XCAL12Sept,0.382,0.0,0.618,2.0,2.607,491,12.0,12.0,491.0,491.0,36.0,0.0,0.0,1.0,1.0,False,False
XCAL12Sept,0.989,0.0,0.01100000000000001,2.607,2.703,36,491.0,491.0,36.0,36.0,491.0,0.0,0.0,1.0,1.0,False,True
XCAL12Sept,0.692,0.1,0.20800000000000005,2.703,3.501,491,36.0,36.0,491.0,491.0,36.0,0.0,0.0,1.0,1.0,False,True
XCAL12Sept,0.193,0.001,0.8059999999999999,3.501,1.101,36,491.0,491.0,36.0,491.0,491.0,0.0,0.0,1.0,0.0,False,False
XCAL12Sept,0.294,0.0,0.706,1.101,1.101,491,491.0,36.0,491.0,36.0,36.0,1.0,0.0,1.0,0.0,False,False
XCAL12Sept,0.395,0.001,0.604,1.101,3.009,36,36.0,491.0,36.0,36.0,491.0,1.0,0.0,1.0,1.0,False,False
XCAL12Sept,0.404,0.0,0.596,3.009,1.699,491,36.0,36.0,491.0,491.0,36.0,0.0,0.0,1.0,1.0,False,False
XCAL12Sept,0.103,0.0,0.897,1.699,2.5,36,491.0,491.0,36.0,36.0,491.0,0.0,0.0,1.0,1.0,False,False
XCAL12Sept,0.603,0.001,0.396,2.5,0.807,491,36.0,36.0,491.0,36.0,36.0,0.0,0.0,1.0,0.0,False,False
XCAL12Sept,0.41,0.0,0.5900000000000001,0.807,6.222,36,36.0,491.0,36.0,36.0,214.0,1.0,0.0,1.0,1.0,False,False
XCAL12Sept,0.632,0.089,0.279,6.222,1.691,214,36.0,36.0,214.0,214.0,491.0,0.0,0.0,1.0,1.0,False,False
XCAL12Sept,0.323,0.001,0.676,1.691,24.83,491,214.0,214.0,491.0,491.0,490.0,0.0,0.0,1.0,1.0,False,False
XCAL12Sept,0.153,0.0,0.847,24.83,2.699,490,491.0,491.0,491.0,490.0,214.0,0.0,0.0,0.0,1.0,True,True
XCAL12Sept,0.852,0.1,0.048000000000000015,2.699,0.906,214,491.0,490.0,490.0,491.0,491.0,0.0,0.0,0.0,0.0,False,False
XCAL12Sept,0.758,0.001,0.241,0.906,4.306,491,490.0,490.0,491.0,491.0,36.0,0.0,0.0,1.0,1.0,False,False
XCAL12Sept,0.064,0.1,0.836,4.306,1.502,36,491.0,491.0,490.0,491.0,491.0,0.0,0.0,0.0,0.0,False,False
XCAL12Sept,0.566,0.0,0.43400000000000005,1.502,1.902,491,491.0,490.0,491.0,491.0,214.0,1.0,0.0,1.0,1.0,False,False
XCAL12Sept,0.468,0.001,0.531,1.902,5.401,214,491.0,491.0,214.0,214.0,36.0,0.0,0.0,1.0,1.0,False,False
XCAL12Sept,0.869,0.0,0.131,5.401,1.503,36,214.0,214.0,36.0,36.0,36.0,0.0,0.0,1.0,1.0,False,False
XCAL12Sept,0.372,0.0,0.628,1.503,15.599,36,36.0,36.0,36.0,36.0,36.0,1.0,1.0,1.0,1.0,False,False
XCAL12Sept,0.971,0.0,0.029000000000000026,15.599,0.618,36,36.0,36.0,36.0,36.0,491.0,1.0,1.0,1.0,1.0,True,False
XCAL12Sept,0.589,0.081,0.33,0.618,0.682,491,36.0,36.0,36.0,491.0,36.0,0.0,0.0,0.0,1.0,False,False
XCAL12Sept,0.271,0.0,0.729,0.682,3.605,36,36.0,36.0,491.0,36.0,36.0,1.0,1.0,0.0,1.0,False,False
XCAL12Sept,0.876,0.0,0.124,3.605,0.502,36,36.0,36.0,36.0,36.0,491.0,1.0,1.0,1.0,1.0,False,False
XCAL12Sept,0.378,0.0,0.622,0.502,6.815,491,36.0,36.0,36.0,491.0,383.0,0.0,0.0,0.0,1.0,False,False
