protocol,gate_mode,model,horizon_s,n,positive_rate,auprc,auprc_lift,auroc,brier,nll,ece,f1_best,f1_best_threshold,recall_at_fpr0.01,threshold_at_fpr0.01,recall_at_fpr0.05,threshold_at_fpr0.05,recall_at_fpr0.1,threshold_at_fpr0.1,precision_at_recall0.5,precision_at_recall0.8
theirs (capture -> capture),grid,reward_only_control,0.5,726.0,0.06473829201101929,0.09703295306569541,1.4988494452275505,0.6711058189452574,0.10571280991735538,0.48358767416915005,0.16646005509641867,0.17857142857142858,0.35,0.0,1.0,0.0,1.0,0.0,1.0,0.09846827133479212,0.09846827133479212
theirs (capture -> capture),grid,departmental_q,0.5,726.0,0.06473829201101929,0.09357488782023028,1.4454333735635572,0.623092470153229,0.40923913991783845,1.1139842553164438,0.5733074090812826,0.17697676118094124,0.6907863006227959,0.02127659574468085,0.9387847791605144,0.07446808510638298,0.8825063039412944,0.10638297872340424,0.8494376679311949,0.10416666666666666,0.08644986708082819
theirs (capture -> capture),grid,departmental_gate,0.5,726.0,0.06473829201101929,0.06473829201101929,1.0,0.4955817378497791,0.07300275482093664,1.1766654776913947,0.07300275482093664,0.12160413971539456,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.06473829201101929,0.06473829201101929
theirs (capture -> capture),grid,departmental_q_ttt,0.5,726.0,0.06473829201101929,0.06473829201101929,1.0,0.4955817378497791,0.06753481222456348,1.0506824546096978,0.06950845336187789,0.12160413971539456,0.0,0.0,0.491299888106294,0.0,0.491299888106294,0.0,0.491299888106294,0.06473829201101929,0.06473829201101929
theirs (capture -> capture),grid,ours_lgbm,1.0,726.0,0.11570247933884298,0.7543075061753786,6.519372017658629,0.891364411808337,0.051041317965545334,0.26761683116040774,0.04764082384755057,0.7272193690388848,0.5219577131161198,0.6071428571428571,0.6630761581683206,0.6726190476190477,0.09380681483600474,0.7380952380952381,0.03048652999557145,0.9668560606060606,0.35337255005407686
theirs (capture -> capture),grid,ours_lgbm_5feat,1.0,726.0,0.11570247933884298,0.43105145785848126,3.7255161714911593,0.755053033674529,0.11044715774417116,0.40773791711038293,0.10175764966163044,0.42027200157682076,0.6746633949292449,0.19642857142857142,0.9466304068455202,0.35714285714285715,0.6746633949292449,0.4285714285714286,0.4797657134889597,0.32173841872646913,0.17839506172839506
theirs (capture -> capture),grid,reward_only_control,1.0,726.0,0.11570247933884298,0.17222840815440774,1.4885455276202382,0.6781263907432131,0.12293044077134986,0.5578336292602444,0.12100550964187322,0.29574861367837335,0.35,0.0,1.0,0.0,1.0,0.0,1.0,0.175054704595186,0.175054704595186
theirs (capture -> capture),grid,departmental_q,1.0,726.0,0.11570247933884298,0.13772230899468757,1.1903142420255142,0.5806213840676457,0.3935630643048531,1.0781731388843672,0.5223432217534589,0.24693424805652392,0.5873441480138617,0.011904761904761904,0.9387847791605144,0.03571428571428571,0.884252437906474,0.08333333333333333,0.8501803209653982,0.15674603174603174,0.13563735353296247
theirs (capture -> capture),grid,departmental_gate,1.0,726.0,0.11570247933884298,0.11570247933884298,1.0,0.4953271028037383,0.12396694214876033,1.998111118718196,0.12396694214876033,0.2074074074074074,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.11570247933884298,0.11570247933884298
theirs (capture -> capture),grid,departmental_q_ttt,1.0,726.0,0.11570247933884298,0.11570247933884298,1.0,0.4953271028037383,0.11849899955238717,1.8721280956364992,0.12047264068970157,0.2074074074074074,0.0,0.0,0.491299888106294,0.0,0.491299888106294,0.0,0.491299888106294,0.11570247933884298,0.11570247933884298
theirs (capture -> capture),grid,ours_lgbm,2.0,721.0,0.20804438280166435,0.6637436417510307,3.1903944380166207,0.8052247518972562,0.12323472447625716,0.47587284659525564,0.09416321634178243,0.5905999217067919,0.3680756399587889,0.3666666666666667,0.878198775131,0.48,0.5370062664048242,0.5466666666666666,0.3529734352570524,0.6765776699029127,0.3522727272727273
theirs (capture -> capture),grid,ours_lgbm_5feat,2.0,721.0,0.20804438280166435,0.49772982958154643,2.3924213808553,0.7461675423234092,0.1721210807383471,0.5388697421394626,0.1368728787767553,0.47941153509190426,0.4557832064455901,0.15,0.9114491720208817,0.2633333333333333,0.8030279054902792,0.3833333333333333,0.6766130190681741,0.43776802123749237,0.3248482926618332
theirs (capture -> capture),grid,reward_only_control,2.0,721.0,0.20804438280166435,0.28702915894427194,1.3796534906588005,0.6635143023934618,0.16204576976421636,0.8733405882495298,0.061165048543689315,0.4451827242524917,0.35,0.0,inf,0.0,1.0,0.0,1.0,0.29646017699115046,0.29646017699115046
theirs (capture -> capture),grid,departmental_q,2.0,721.0,0.20804438280166435,0.26415371581423097,1.2696988606804034,0.6186135434909515,0.3549069519843665,0.9695315302455412,0.4294830335879062,0.4022900522900523,0.5945924532756861,0.013333333333333334,0.9387847791605144,0.05,0.8841607011753843,0.10333333333333333,0.8492321993636872,0.30402061855670104,0.256686036258465
