model,protocol,gate_mode,split,horizon_s,n,positive_rate,auprc,auprc_lift,auroc,brier,nll,ece,f1_best,f1_best_threshold,recall_at_fpr0.01,threshold_at_fpr0.01,recall_at_fpr0.05,threshold_at_fpr0.05,recall_at_fpr0.1,threshold_at_fpr0.1,precision_at_recall0.5,precision_at_recall0.8,note
departmental_q_ttt,theirs (capture -> capture),grid,13Sept->12Sept,0.5,726,0.06473829201101929,0.06473829201101929,1.0,0.4955817378497791,0.06774034644876543,1.0510928107133959,0.06971460482149615,0.12160413971539456,0.0,0.0,0.5759916701675252,0.0,0.5759916701675252,0.0,0.5759916701675252,0.06473829201101929,0.06473829201101929,their evaluation: TTT filter over the following 1.0s (uses future samples)
departmental_q_ttt,theirs (capture -> capture),grid,13Sept->12Sept,1.0,726,0.11570247933884298,0.11570247933884298,1.0,0.4953271028037383,0.11870453377658911,1.8725384517401973,0.12067879214931984,0.2074074074074074,0.0,0.0,0.5759916701675252,0.0,0.5759916701675252,0.0,0.5759916701675252,0.11570247933884298,0.11570247933884298,their evaluation: TTT filter over the following 1.0s (uses future samples)
departmental_q_ttt,theirs (capture -> capture),grid,13Sept->12Sept,2.0,721,0.20804438280166435,0.20804438280166435,1.0,0.4947460595446585,0.21106725592483175,3.360967020563984,0.21305520540971734,0.34443168771526983,0.0,0.0,0.6282760299678746,0.0,0.5759916701675252,0.0,0.5759916701675252,0.20804438280166435,0.20804438280166435,their evaluation: TTT filter over the following 1.0s (uses future samples)
departmental_q_ttt,theirs (capture -> capture),grid,13Sept->12Sept,3.0,716,0.276536312849162,0.276536312849162,1.0,0.4942084942084942,0.2795802954215135,4.464980178453397,0.2815821272352042,0.43326039387308535,0.0,0.0,0.6282760299678746,0.0,0.5759916701675252,0.0,0.5759916701675252,0.276536312849162,0.276536312849162,their evaluation: TTT filter over the following 1.0s (uses future samples)
departmental_q_ttt,theirs (capture -> capture),grid,13Sept->12Sept,5.0,706,0.37252124645892354,0.37252124645892354,1.0,0.4932279909706546,0.3756083449317333,6.01218416088516,0.37763853130369146,0.542827657378741,0.0,0.0,0.6282760299678746,0.0,0.5759916701675252,0.0,0.5759916701675252,0.37252124645892354,0.37252124645892354,their evaluation: TTT filter over the following 1.0s (uses future samples)
departmental_gate,theirs (capture -> capture),grid,13Sept->12Sept,0.5,726,0.06473829201101929,0.06473829201101929,1.0,0.4955817378497791,0.07300275482093664,1.1766654776913947,0.07300275482093664,0.12160413971539456,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.06473829201101929,0.06473829201101929,their gate alone (grid): neighbour >= serving + 3.0 dB
departmental_gate,theirs (capture -> capture),grid,13Sept->12Sept,1.0,726,0.11570247933884298,0.11570247933884298,1.0,0.4953271028037383,0.12396694214876033,1.998111118718196,0.12396694214876033,0.2074074074074074,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.11570247933884298,0.11570247933884298,their gate alone (grid): neighbour >= serving + 3.0 dB
departmental_gate,theirs (capture -> capture),grid,13Sept->12Sept,2.0,721,0.20804438280166435,0.20804438280166435,1.0,0.4947460595446585,0.21636615811373092,3.4874105104752555,0.21636615811373092,0.34443168771526983,0.0,0.0,inf,0.0,1.0,0.0,1.0,0.20804438280166435,0.20804438280166435,their gate alone (grid): neighbour >= serving + 3.0 dB
departmental_gate,theirs (capture -> capture),grid,13Sept->12Sept,3.0,716,0.276536312849162,0.276536312849162,1.0,0.4942084942084942,0.2849162011173184,4.592306653629412,0.28491620111731847,0.43326039387308535,0.0,0.0,inf,0.0,1.0,0.0,1.0,0.276536312849162,0.276536312849162,their gate alone (grid): neighbour >= serving + 3.0 dB
departmental_gate,theirs (capture -> capture),grid,13Sept->12Sept,5.0,706,0.37252124645892354,0.37252124645892354,1.0,0.4932279909706546,0.3810198300283286,6.141314127210976,0.38101983002832857,0.542827657378741,0.0,0.0,inf,0.0,1.0,0.0,1.0,0.37252124645892354,0.37252124645892354,their gate alone (grid): neighbour >= serving + 3.0 dB
reward_only_control,theirs (capture -> capture),grid,13Sept->12Sept,0.5,726,0.06473829201101929,0.09703295306569541,1.4988494452275505,0.6711058189452574,0.10571280991735538,0.48358767416915005,0.16646005509641867,0.17857142857142858,0.35,0.0,1.0,0.0,1.0,0.0,1.0,0.09846827133479212,0.09846827133479212,"rank by r(s,1) - r(s,0) directly; no Q-learning"
reward_only_control,theirs (capture -> capture),grid,13Sept->12Sept,1.0,726,0.11570247933884298,0.17222840815440774,1.4885455276202382,0.6781263907432131,0.12293044077134986,0.5578336292602444,0.12100550964187322,0.29574861367837335,0.35,0.0,1.0,0.0,1.0,0.0,1.0,0.175054704595186,0.175054704595186,"rank by r(s,1) - r(s,0) directly; no Q-learning"
reward_only_control,theirs (capture -> capture),grid,13Sept->12Sept,2.0,721,0.20804438280166435,0.28702915894427194,1.3796534906588005,0.6635143023934618,0.16204576976421636,0.8733405882495298,0.061165048543689315,0.4451827242524917,0.35,0.0,inf,0.0,1.0,0.0,1.0,0.29646017699115046,0.29646017699115046,"rank by r(s,1) - r(s,0) directly; no Q-learning"
